Station_Name,Date,Air_Temp_Min,Air_Temp_Min_Source_Flag,Air_Temp_Max,Air_Temp_Max_Source_Flag,Air_Temp_Avg ,Air_Temp_Avg_Source_Flag,Wind_Speed_10m_Avg_(km/h),Wind_Speed_10m_Avg_Source_Flag,Wind_Dir_10m_Avg ,Wind_Dir_10m_Avg_Source_Flag,Heating_Degree_Days_(DD),Heating_Degree_Days_Source_Flag,Cooling_Degree_Days_(DD),Cooling_Degree_Days_Source_Flag
Calgary Intl A,14-Sep-17,3.1,ACTUAL,9.5,ACTUAL,5.6,AGGREGATED,10.3,AGGREGATED,348.8,AGGREGATED,7.1,COMPUTED,0,COMPUTED
Calgary Intl A,15-Sep-17,1.8,ACTUAL,8.8,ACTUAL,4.8,AGGREGATED,8.3,AGGREGATED,20.2,AGGREGATED,6.8,COMPUTED,0,COMPUTED
Calgary Intl A,16-Sep-17,-0.4,ACTUAL,15,ACTUAL,7,AGGREGATED,15.4,AGGREGATED,163.1,AGGREGATED,6.9,COMPUTED,0.1,COMPUTED
Calgary Intl A,17-Sep-17,-0.2,ACTUAL,18.3,ACTUAL,9.7,AGGREGATED,12,AGGREGATED,178.6,AGGREGATED,7.7,COMPUTED,0,COMPUTED
Calgary Intl A,18-Sep-17,4.6,ACTUAL,18,ACTUAL,11.1,AGGREGATED,14.4,AGGREGATED,229,AGGREGATED,8,COMPUTED,0,COMPUTED
Calgary Intl A,19-Sep-17,1.5,ACTUAL,13.8,ACTUAL,7.2,AGGREGATED,14.3,AGGREGATED,282.5,AGGREGATED,7.9,COMPUTED,0,COMPUTED
Calgary Intl A,20-Sep-17,0.7,ACTUAL,8.7,ACTUAL,5,AGGREGATED,15.1,AGGREGATED,304.4,AGGREGATED,8.9,COMPUTED,0,COMPUTED
Calgary Intl A,21-Sep-17,1.4,ACTUAL,3.7,ACTUAL,2.5,AGGREGATED,23.5,AGGREGATED,326.4,AGGREGATED,9.2,COMPUTED,0,COMPUTED
Calgary Intl A,22-Sep-17,1,ACTUAL,6.8,ACTUAL,3.1,AGGREGATED,10,AGGREGATED,36.6,AGGREGATED,7.9,COMPUTED,0.1,COMPUTED
Calgary Intl A,23-Sep-17,1.4,ACTUAL,11.2,ACTUAL,5.6,AGGREGATED,12.9,AGGREGATED,161.9,AGGREGATED,7.1,COMPUTED,0.3,COMPUTED
Calgary Intl A,24-Sep-17,1.5,ACTUAL,16.6,ACTUAL,9.1,AGGREGATED,9.4,AGGREGATED,188.7,AGGREGATED,6.6,COMPUTED,0.2,COMPUTED
Calgary Intl A,25-Sep-17,5.6,ACTUAL,19.7,ACTUAL,12.9,AGGREGATED,4.4,AGGREGATED,22.9,AGGREGATED,6.4,COMPUTED,0.1,COMPUTED
Calgary Intl A,26-Sep-17,9.3,ACTUAL,19.8,ACTUAL,14.8,AGGREGATED,10.4,AGGREGATED,337.6,AGGREGATED,7.3,COMPUTED,0,COMPUTED
Calgary Intl A,27-Sep-17,6.1,ACTUAL,21.2,ACTUAL,14,AGGREGATED,5.9,AGGREGATED,304.4,AGGREGATED,7.9,COMPUTED,0,COMPUTED
Calgary Intl A,28-Sep-17,4.4,ACTUAL,23.6,ACTUAL,13.6,AGGREGATED,14.8,AGGREGATED,174.2,AGGREGATED,8,COMPUTED,0,COMPUTED
Calgary Intl A,29-Sep-17,4,ACTUAL,24.9,ACTUAL,14.6,AGGREGATED,8.4,AGGREGATED,199.8,AGGREGATED,8.2,COMPUTED,0,COMPUTED
Calgary Intl A,30-Sep-17,5.7,ACTUAL,15.6,ACTUAL,10.7,AGGREGATED,16.2,AGGREGATED,327.5,AGGREGATED,9.5,COMPUTED,0,COMPUTED
Calgary Intl A,01-Oct-17,2.8,ACTUAL,12,ACTUAL,6.9,AGGREGATED,32,AGGREGATED,336.9,AGGREGATED,10.4,COMPUTED,0,COMPUTED
Calgary Intl A,02-Oct-17,-1.4,ACTUAL,3.4,ACTUAL,-0.3,AGGREGATED,41.7,AGGREGATED,340,AGGREGATED,11.4,COMPUTED,0,COMPUTED
Calgary Intl A,03-Oct-17,-5.2,ACTUAL,8,ACTUAL,0.6,AGGREGATED,12.9,AGGREGATED,261.5,AGGREGATED,12,COMPUTED,0,COMPUTED
Calgary Intl A,04-Oct-17,-2.1,ACTUAL,13.3,ACTUAL,5.9,AGGREGATED,8.9,AGGREGATED,125.1,AGGREGATED,11.3,COMPUTED,0,COMPUTED
Calgary Intl A,05-Oct-17,-0.8,ACTUAL,17.9,ACTUAL,8,AGGREGATED,11.5,AGGREGATED,191.3,AGGREGATED,11,COMPUTED,0,COMPUTED
Calgary Intl A,06-Oct-17,4.9,ACTUAL,19,ACTUAL,12.3,AGGREGATED,16.9,AGGREGATED,241.5,AGGREGATED,9.8,COMPUTED,0,COMPUTED
Calgary Intl A,07-Oct-17,2.6,ACTUAL,12.2,ACTUAL,7.3,AGGREGATED,16.4,AGGREGATED,311.6,AGGREGATED,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,08-Oct-17,-1.2,ACTUAL,9.5,ACTUAL,3.7,AGGREGATED,22.5,AGGREGATED,343.6,AGGREGATED,11.7,COMPUTED,0,COMPUTED
Calgary Intl A,09-Oct-17,-2.7,ACTUAL,13.8,ACTUAL,7.5,AGGREGATED,16.2,AGGREGATED,253,AGGREGATED,12,COMPUTED,0,COMPUTED
Calgary Intl A,10-Oct-17,2.3,ACTUAL,9.6,ACTUAL,5.9,AGGREGATED,12.2,AGGREGATED,238.2,AGGREGATED,11.5,COMPUTED,0,COMPUTED
Calgary Intl A,11-Oct-17,-1.5,ACTUAL,3.5,ACTUAL,0.8,AGGREGATED,17.6,AGGREGATED,338,AGGREGATED,13.3,COMPUTED,0,COMPUTED
Calgary Intl A,12-Oct-17,-2.7,ACTUAL,3.2,ACTUAL,-0.5,AGGREGATED,8.1,AGGREGATED,60.3,AGGREGATED,13.4,COMPUTED,0,COMPUTED
Calgary Intl A,13-Oct-17,-3.3,ACTUAL,1.6,ACTUAL,-0.4,AGGREGATED,10.8,AGGREGATED,167.6,AGGREGATED,12.8,COMPUTED,0,COMPUTED
Calgary Intl A,14-Oct-17,-6.2,ACTUAL,10.7,ACTUAL,3.6,AGGREGATED,25.9,AGGREGATED,251.1,AGGREGATED,13,COMPUTED,0,COMPUTED
Calgary Intl A,15-Oct-17,1.6,ACTUAL,16.2,ACTUAL,10.3,AGGREGATED,21.9,AGGREGATED,258.3,AGGREGATED,13.3,COMPUTED,0,COMPUTED
Calgary Intl A,16-Oct-17,5.8,ACTUAL,19.9,ACTUAL,14.2,AGGREGATED,17.4,AGGREGATED,242.5,AGGREGATED,12.9,COMPUTED,0,COMPUTED
Calgary Intl A,17-Oct-17,-0.7,ACTUAL,21.4,ACTUAL,10.1,AGGREGATED,20.4,AGGREGATED,205.9,AGGREGATED,13.6,COMPUTED,0,COMPUTED
Calgary Intl A,18-Oct-17,-0.9,ACTUAL,11.6,ACTUAL,5.6,AGGREGATED,14.1,AGGREGATED,210.7,AGGREGATED,13,COMPUTED,0,COMPUTED
Calgary Intl A,19-Oct-17,1.4,ACTUAL,17,ACTUAL,9.8,AGGREGATED,12,AGGREGATED,197.6,AGGREGATED,12.3,COMPUTED,0,COMPUTED
Calgary Intl A,20-Oct-17,0.8,ACTUAL,9.3,ACTUAL,5.5,AGGREGATED,17.6,AGGREGATED,312.2,AGGREGATED,12.5,COMPUTED,0,COMPUTED
Calgary Intl A,21-Oct-17,-4,ACTUAL,10.2,ACTUAL,4,AGGREGATED,10.3,AGGREGATED,237.9,AGGREGATED,13.2,COMPUTED,0,COMPUTED
Calgary Intl A,22-Oct-17,-1.5,ACTUAL,13.4,ACTUAL,7.4,AGGREGATED,24.8,AGGREGATED,286.2,AGGREGATED,13.5,COMPUTED,0,COMPUTED
Calgary Intl A,23-Oct-17,1.4,ACTUAL,12.8,ACTUAL,8.5,AGGREGATED,20.9,AGGREGATED,268.9,AGGREGATED,13.7,COMPUTED,0,COMPUTED
Calgary Intl A,24-Oct-17,6.1,ACTUAL,16.6,ACTUAL,13.5,AGGREGATED,23.1,AGGREGATED,260,AGGREGATED,14.2,COMPUTED,0,COMPUTED
Calgary Intl A,25-Oct-17,-1.1,ACTUAL,18.7,ACTUAL,8.3,AGGREGATED,31.1,AGGREGATED,328.1,AGGREGATED,15.1,COMPUTED,0,COMPUTED
Calgary Intl A,26-Oct-17,-5.1,ACTUAL,5.3,ACTUAL,-0.1,AGGREGATED,12.1,AGGREGATED,193.4,AGGREGATED,14.8,COMPUTED,0,COMPUTED
Calgary Intl A,27-Oct-17,-0.7,ACTUAL,16.5,ACTUAL,8.6,AGGREGATED,7.6,AGGREGATED,234.5,AGGREGATED,15.3,COMPUTED,0,COMPUTED
Calgary Intl A,28-Oct-17,4.2,ACTUAL,24.1,ACTUAL,12.1,AGGREGATED,19.2,AGGREGATED,290.6,AGGREGATED,17.3,COMPUTED,0,COMPUTED
Calgary Intl A,29-Oct-17,-1,ACTUAL,5.8,ACTUAL,3,AGGREGATED,30.8,AGGREGATED,338.1,AGGREGATED,17.9,COMPUTED,0,COMPUTED
Calgary Intl A,30-Oct-17,-6,ACTUAL,8.1,ACTUAL,0.8,AGGREGATED,10.4,AGGREGATED,250.9,AGGREGATED,17.3,COMPUTED,0,COMPUTED
Calgary Intl A,31-Oct-17,-2.5,ACTUAL,5.5,ACTUAL,1.9,AGGREGATED,12.7,AGGREGATED,270.7,AGGREGATED,16.8,COMPUTED,0,COMPUTED
Calgary Intl A,01-Nov-17,-5.7,ACTUAL,2.8,ACTUAL,-2.4,AGGREGATED,27,AGGREGATED,2.3,AGGREGATED,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,02-Nov-17,-13.6,ACTUAL,-4.9,ACTUAL,-10.2,AGGREGATED,22.1,AGGREGATED,2.7,AGGREGATED,17.5,COMPUTED,0,COMPUTED
Calgary Intl A,03-Nov-17,-16.3,ACTUAL,-12.8,ACTUAL,-13.7,AGGREGATED,22.5,AGGREGATED,344.5,AGGREGATED,17.2,COMPUTED,0,COMPUTED
Calgary Intl A,04-Nov-17,-18.9,ACTUAL,-11.9,ACTUAL,-14.6,AGGREGATED,9.6,AGGREGATED,346.5,AGGREGATED,18,COMPUTED,0,COMPUTED
Calgary Intl A,05-Nov-17,-14.2,ACTUAL,-8.5,ACTUAL,-11.1,AGGREGATED,11.1,AGGREGATED,326.3,AGGREGATED,18.6,COMPUTED,0,COMPUTED
Calgary Intl A,06-Nov-17,-18.1,ACTUAL,-8,ACTUAL,-12.1,AGGREGATED,11.4,AGGREGATED,208.9,AGGREGATED,19,COMPUTED,0,COMPUTED
Calgary Intl A,07-Nov-17,-16.3,ACTUAL,-5.6,ACTUAL,-9.9,AGGREGATED,5.9,AGGREGATED,34,AGGREGATED,18.6,COMPUTED,0,COMPUTED
Calgary Intl A,08-Nov-17,-13.4,ACTUAL,-6.6,ACTUAL,-10,AGGREGATED,9.1,AGGREGATED,156.4,AGGREGATED,18.5,COMPUTED,0,COMPUTED
Calgary Intl A,09-Nov-17,-16,ACTUAL,-4.3,ACTUAL,-9.6,AGGREGATED,17.9,AGGREGATED,186.1,AGGREGATED,19.8,COMPUTED,0,COMPUTED
Calgary Intl A,10-Nov-17,-4.8,ACTUAL,1,ACTUAL,-0.4,AGGREGATED,10.5,AGGREGATED,8.7,AGGREGATED,20.9,COMPUTED,0,COMPUTED
Calgary Intl A,11-Nov-17,-5.5,ACTUAL,5.2,ACTUAL,-1.1,AGGREGATED,8.5,AGGREGATED,196.3,AGGREGATED,20.5,COMPUTED,0,COMPUTED
Calgary Intl A,12-Nov-17,-5.3,ACTUAL,5.3,ACTUAL,0.1,AGGREGATED,7.4,AGGREGATED,189.7,AGGREGATED,18.1,COMPUTED,0,COMPUTED
Calgary Intl A,13-Nov-17,-7.8,ACTUAL,8.8,ACTUAL,-0.4,AGGREGATED,10.6,AGGREGATED,197.7,AGGREGATED,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,14-Nov-17,-11.2,ACTUAL,1.6,ACTUAL,-7,AGGREGATED,15.5,AGGREGATED,52.4,AGGREGATED,18.9,COMPUTED,0,COMPUTED
Calgary Intl A,15-Nov-17,-9.5,ACTUAL,-5.1,ACTUAL,-7.5,AGGREGATED,12.6,AGGREGATED,158.1,AGGREGATED,17.9,COMPUTED,0,COMPUTED
Calgary Intl A,16-Nov-17,-14.4,ACTUAL,-7.8,ACTUAL,-10.6,AGGREGATED,16.3,AGGREGATED,27.1,AGGREGATED,19.6,COMPUTED,0,COMPUTED
Calgary Intl A,17-Nov-17,-18.2,ACTUAL,-12.2,ACTUAL,-14.4,AGGREGATED,10.7,AGGREGATED,2.3,AGGREGATED,20.6,COMPUTED,0,COMPUTED
Calgary Intl A,18-Nov-17,-15.4,ACTUAL,5.2,ACTUAL,-1.4,AGGREGATED,14.4,AGGREGATED,235.5,AGGREGATED,20.7,COMPUTED,0,COMPUTED
Calgary Intl A,19-Nov-17,-1.1,ACTUAL,7.5,ACTUAL,4.1,AGGREGATED,17.2,AGGREGATED,257.7,AGGREGATED,21.5,COMPUTED,0,COMPUTED
Calgary Intl A,20-Nov-17,-10.8,ACTUAL,4.7,ACTUAL,-5.2,AGGREGATED,15.8,AGGREGATED,24.5,AGGREGATED,21.2,COMPUTED,0,COMPUTED
Calgary Intl A,21-Nov-17,-11.8,ACTUAL,-7.6,ACTUAL,-10.2,AGGREGATED,16.8,AGGREGATED,164.5,AGGREGATED,21.6,COMPUTED,0,COMPUTED
Calgary Intl A,22-Nov-17,-9.4,ACTUAL,12.8,ACTUAL,0,AGGREGATED,9.4,AGGREGATED,195.7,AGGREGATED,22.2,COMPUTED,0,COMPUTED
Calgary Intl A,23-Nov-17,-0.9,ACTUAL,13.1,ACTUAL,6.5,AGGREGATED,15,AGGREGATED,253.2,AGGREGATED,22.1,COMPUTED,0,COMPUTED
Calgary Intl A,24-Nov-17,0.8,ACTUAL,8,ACTUAL,4.7,AGGREGATED,13.8,AGGREGATED,239.4,AGGREGATED,21.2,COMPUTED,0,COMPUTED
Calgary Intl A,25-Nov-17,-0.7,ACTUAL,9.6,ACTUAL,4.4,AGGREGATED,15,AGGREGATED,228.3,AGGREGATED,21,COMPUTED,0,COMPUTED
Calgary Intl A,26-Nov-17,-4.8,ACTUAL,14.6,ACTUAL,4.5,AGGREGATED,14,AGGREGATED,210.8,AGGREGATED,21.5,COMPUTED,0,COMPUTED
Calgary Intl A,27-Nov-17,-2.6,ACTUAL,9,ACTUAL,2.9,AGGREGATED,21.2,AGGREGATED,266.6,AGGREGATED,21.8,COMPUTED,0,COMPUTED
Calgary Intl A,28-Nov-17,-5.1,ACTUAL,6.6,ACTUAL,1.3,AGGREGATED,11.2,AGGREGATED,219.8,AGGREGATED,22.8,COMPUTED,0,COMPUTED
Calgary Intl A,29-Nov-17,1.6,ACTUAL,7,ACTUAL,4,AGGREGATED,27.3,AGGREGATED,275.5,AGGREGATED,22.9,COMPUTED,0,COMPUTED
Calgary Intl A,30-Nov-17,0.5,ACTUAL,7.5,ACTUAL,4,AGGREGATED,21.3,AGGREGATED,264.3,AGGREGATED,22.6,COMPUTED,0,COMPUTED
Calgary Intl A,01-Dec-17,-4.6,ACTUAL,7,ACTUAL,2.3,AGGREGATED,9.5,AGGREGATED,237.6,AGGREGATED,22.2,COMPUTED,0,COMPUTED
Calgary Intl A,02-Dec-17,-8.4,ACTUAL,5.3,ACTUAL,-2.9,AGGREGATED,10.1,AGGREGATED,261.6,AGGREGATED,23.7,COMPUTED,0,COMPUTED
Calgary Intl A,03-Dec-17,-9.2,ACTUAL,-2,ACTUAL,-5.5,AGGREGATED,11.4,AGGREGATED,339.4,AGGREGATED,24.5,COMPUTED,0,COMPUTED
Calgary Intl A,04-Dec-17,-7.9,ACTUAL,2.5,ACTUAL,-1.9,AGGREGATED,14.2,AGGREGATED,265.6,AGGREGATED,24.6,COMPUTED,0,COMPUTED
Calgary Intl A,05-Dec-17,-2.8,ACTUAL,5.8,ACTUAL,1.9,AGGREGATED,21.8,AGGREGATED,319.3,AGGREGATED,24.6,COMPUTED,0,COMPUTED
Calgary Intl A,06-Dec-17,-6.2,ACTUAL,4.9,ACTUAL,0.5,AGGREGATED,10.1,AGGREGATED,254.2,AGGREGATED,24.6,COMPUTED,0,COMPUTED
Calgary Intl A,07-Dec-17,-3,ACTUAL,13.6,ACTUAL,4.8,AGGREGATED,8,AGGREGATED,249.2,AGGREGATED,25.3,COMPUTED,0,COMPUTED
Calgary Intl A,08-Dec-17,-5.2,ACTUAL,15.2,ACTUAL,5.8,AGGREGATED,7.8,AGGREGATED,236.6,AGGREGATED,24.6,COMPUTED,0,COMPUTED
Calgary Intl A,09-Dec-17,2.5,ACTUAL,15.4,ACTUAL,10.2,AGGREGATED,13.9,AGGREGATED,260.2,AGGREGATED,23,COMPUTED,0,COMPUTED
Calgary Intl A,10-Dec-17,-1,ACTUAL,13.7,ACTUAL,10.1,AGGREGATED,22.4,AGGREGATED,284.8,AGGREGATED,22.8,COMPUTED,0,COMPUTED
Calgary Intl A,11-Dec-17,-7,ACTUAL,10.2,ACTUAL,1.2,AGGREGATED,6.4,AGGREGATED,250.9,AGGREGATED,23.1,COMPUTED,0,COMPUTED
Calgary Intl A,12-Dec-17,-1.3,ACTUAL,12.9,ACTUAL,7.6,AGGREGATED,15.1,AGGREGATED,287.2,AGGREGATED,23.2,COMPUTED,0,COMPUTED
Calgary Intl A,13-Dec-17,-3.3,ACTUAL,6.9,ACTUAL,1.5,AGGREGATED,9.7,AGGREGATED,295.4,AGGREGATED,24.5,COMPUTED,0,COMPUTED
Calgary Intl A,14-Dec-17,-6,ACTUAL,5.7,ACTUAL,0.1,AGGREGATED,9.3,AGGREGATED,214.4,AGGREGATED,24.4,COMPUTED,0,COMPUTED
Calgary Intl A,15-Dec-17,-2.2,ACTUAL,10,ACTUAL,4,AGGREGATED,14.1,AGGREGATED,306.6,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,16-Dec-17,-6.3,ACTUAL,2.3,ACTUAL,-1.5,AGGREGATED,9,AGGREGATED,232.7,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,17-Dec-17,-7.2,ACTUAL,6.7,ACTUAL,2.7,AGGREGATED,19.2,AGGREGATED,270.3,AGGREGATED,22.8,COMPUTED,0,COMPUTED
Calgary Intl A,18-Dec-17,-9.9,ACTUAL,2.8,ACTUAL,-2.4,AGGREGATED,12.3,AGGREGATED,320.3,AGGREGATED,23.7,COMPUTED,0,COMPUTED
Calgary Intl A,19-Dec-17,-10.8,ACTUAL,-6,ACTUAL,-8,AGGREGATED,10.1,AGGREGATED,51.1,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,20-Dec-17,-16.7,ACTUAL,-9.1,ACTUAL,-11.1,AGGREGATED,11.1,AGGREGATED,35.4,AGGREGATED,23.8,COMPUTED,0,COMPUTED
Calgary Intl A,21-Dec-17,-15.5,ACTUAL,-3.9,ACTUAL,-7.7,AGGREGATED,15.4,AGGREGATED,321.2,AGGREGATED,25.5,COMPUTED,0,COMPUTED
Calgary Intl A,22-Dec-17,-17.5,ACTUAL,-9.1,ACTUAL,-11.1,AGGREGATED,15.6,AGGREGATED,314.3,AGGREGATED,26.5,COMPUTED,0,COMPUTED
Calgary Intl A,23-Dec-17,-15.2,ACTUAL,-6.2,ACTUAL,-10,AGGREGATED,20.5,AGGREGATED,305.1,AGGREGATED,25.3,COMPUTED,0,COMPUTED
Calgary Intl A,24-Dec-17,-19.6,ACTUAL,-10.3,ACTUAL,-13.8,AGGREGATED,14.1,AGGREGATED,337.5,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,25-Dec-17,-27.8,ACTUAL,-17.2,ACTUAL,-20.6,AGGREGATED,9.4,AGGREGATED,226.3,AGGREGATED,24,COMPUTED,0,COMPUTED
Calgary Intl A,26-Dec-17,-29.9,ACTUAL,-20.4,ACTUAL,-25.5,AGGREGATED,9,AGGREGATED,194.2,AGGREGATED,24.4,COMPUTED,0,COMPUTED
Calgary Intl A,27-Dec-17,-25.5,ACTUAL,-18.4,ACTUAL,-19.9,AGGREGATED,14.5,AGGREGATED,349.9,AGGREGATED,24.8,COMPUTED,0,COMPUTED
Calgary Intl A,28-Dec-17,-28.2,ACTUAL,-16.4,ACTUAL,-21.1,AGGREGATED,9.8,AGGREGATED,17.3,AGGREGATED,26.5,COMPUTED,0,COMPUTED
Calgary Intl A,29-Dec-17,-25.4,ACTUAL,-21.3,ACTUAL,-24.3,AGGREGATED,13.3,AGGREGATED,107.7,AGGREGATED,27.3,COMPUTED,0,COMPUTED
Calgary Intl A,30-Dec-17,-28.7,ACTUAL,-25.2,ACTUAL,-26.9,AGGREGATED,14.6,AGGREGATED,152.3,AGGREGATED,28.1,COMPUTED,0,COMPUTED
Calgary Intl A,31-Dec-17,-31.3,ACTUAL,-25,ACTUAL,-28.3,AGGREGATED,14,AGGREGATED,182.1,AGGREGATED,27.5,COMPUTED,0,COMPUTED
Calgary Intl A,01-Jan-18,-30.2,ACTUAL,-1.3,ACTUAL,-16.7,AGGREGATED,7.1,AGGREGATED,223.9,AGGREGATED,26.9,COMPUTED,0,COMPUTED
Calgary Intl A,02-Jan-18,-10.6,ACTUAL,1.7,ACTUAL,-3.8,AGGREGATED,6.1,AGGREGATED,202.1,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,03-Jan-18,-10.4,ACTUAL,5.5,ACTUAL,-2.4,AGGREGATED,4.2,AGGREGATED,359.1,AGGREGATED,26,COMPUTED,0,COMPUTED
Calgary Intl A,04-Jan-18,-12.7,ACTUAL,2.9,ACTUAL,-5,AGGREGATED,4.4,AGGREGATED,315.3,AGGREGATED,26.2,COMPUTED,0,COMPUTED
Calgary Intl A,05-Jan-18,-11.8,ACTUAL,9.2,ACTUAL,-0.3,AGGREGATED,9.6,AGGREGATED,210.7,AGGREGATED,27.2,COMPUTED,0,COMPUTED
Calgary Intl A,06-Jan-18,-1.5,ACTUAL,9.2,ACTUAL,3.7,AGGREGATED,16.6,AGGREGATED,267.6,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,07-Jan-18,-6.8,ACTUAL,4.8,ACTUAL,-0.2,AGGREGATED,10.7,AGGREGATED,210.2,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,08-Jan-18,-5.2,ACTUAL,7.4,ACTUAL,1.5,AGGREGATED,6.2,AGGREGATED,86.3,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,09-Jan-18,-18,ACTUAL,-0.5,ACTUAL,-9.9,AGGREGATED,26.5,AGGREGATED,354.4,AGGREGATED,27,COMPUTED,0,COMPUTED
Calgary Intl A,10-Jan-18,-24.7,ACTUAL,-18,ACTUAL,-21.6,AGGREGATED,17.8,AGGREGATED,19.2,AGGREGATED,26.9,COMPUTED,0,COMPUTED
Calgary Intl A,11-Jan-18,-27.6,ACTUAL,-23.3,ACTUAL,-25.2,AGGREGATED,11.2,AGGREGATED,165.4,AGGREGATED,27.5,COMPUTED,0,COMPUTED
Calgary Intl A,12-Jan-18,-24.8,ACTUAL,-17,ACTUAL,-20.9,AGGREGATED,12.6,AGGREGATED,174.9,AGGREGATED,26.5,COMPUTED,0,COMPUTED
Calgary Intl A,13-Jan-18,-17,ACTUAL,4.1,ACTUAL,-4.8,AGGREGATED,5.2,AGGREGATED,18.5,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,14-Jan-18,-8.4,ACTUAL,2.4,ACTUAL,-3.7,AGGREGATED,9.5,AGGREGATED,58.5,AGGREGATED,25.7,COMPUTED,0,COMPUTED
Calgary Intl A,15-Jan-18,-10.4,ACTUAL,-5.3,ACTUAL,-8.5,AGGREGATED,20.9,AGGREGATED,180.9,AGGREGATED,25.5,COMPUTED,0,COMPUTED
Calgary Intl A,16-Jan-18,-10.7,ACTUAL,9.6,ACTUAL,0.4,AGGREGATED,13,AGGREGATED,222.6,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,17-Jan-18,-3.1,ACTUAL,5.7,ACTUAL,2.1,AGGREGATED,12.6,AGGREGATED,212.4,AGGREGATED,25.2,COMPUTED,0,COMPUTED
Calgary Intl A,18-Jan-18,-4,ACTUAL,8.4,ACTUAL,3.2,AGGREGATED,14.3,AGGREGATED,230.6,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,19-Jan-18,-7.9,ACTUAL,4.5,ACTUAL,0.3,AGGREGATED,15.7,AGGREGATED,253.6,AGGREGATED,22.6,COMPUTED,0,COMPUTED
Calgary Intl A,20-Jan-18,-6.4,ACTUAL,4.9,ACTUAL,0.6,AGGREGATED,14.7,AGGREGATED,255.9,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,21-Jan-18,-7.6,ACTUAL,3.8,ACTUAL,-1.4,AGGREGATED,8.6,AGGREGATED,216.1,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,22-Jan-18,-7.8,ACTUAL,5,ACTUAL,0.1,AGGREGATED,13.6,AGGREGATED,246.8,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,23-Jan-18,-11.1,ACTUAL,2.5,ACTUAL,-4.1,AGGREGATED,8.9,AGGREGATED,189.6,AGGREGATED,24.1,COMPUTED,0,COMPUTED
Calgary Intl A,24-Jan-18,-6.7,ACTUAL,5.4,ACTUAL,-2.3,AGGREGATED,5.3,AGGREGATED,114.1,AGGREGATED,24.2,COMPUTED,0,COMPUTED
Calgary Intl A,25-Jan-18,-10.3,ACTUAL,-3.5,ACTUAL,-7.6,AGGREGATED,12.8,AGGREGATED,358.8,AGGREGATED,24,COMPUTED,0,COMPUTED
Calgary Intl A,26-Jan-18,-14,ACTUAL,-8.3,ACTUAL,-10.7,AGGREGATED,12.8,AGGREGATED,344.2,AGGREGATED,24.5,COMPUTED,0,COMPUTED
Calgary Intl A,27-Jan-18,-18.1,ACTUAL,-13.9,ACTUAL,-15.1,AGGREGATED,14.3,AGGREGATED,107.3,AGGREGATED,24.3,COMPUTED,0,COMPUTED
Calgary Intl A,28-Jan-18,-19.1,ACTUAL,-14.8,ACTUAL,-16.6,AGGREGATED,14.1,AGGREGATED,304.9,AGGREGATED,25.2,COMPUTED,0,COMPUTED
Calgary Intl A,29-Jan-18,-17.1,ACTUAL,7.9,ACTUAL,-5.1,AGGREGATED,13.2,AGGREGATED,186.7,AGGREGATED,23.7,COMPUTED,0,COMPUTED
Calgary Intl A,30-Jan-18,-5.5,ACTUAL,7,ACTUAL,0.6,AGGREGATED,17.5,AGGREGATED,291.3,AGGREGATED,22,COMPUTED,0,COMPUTED
Calgary Intl A,31-Jan-18,-18.7,ACTUAL,-4.7,ACTUAL,-16.1,AGGREGATED,14.4,AGGREGATED,81.5,AGGREGATED,23,COMPUTED,0,COMPUTED
Calgary Intl A,01-Feb-18,-19.1,ACTUAL,-12.7,ACTUAL,-16.7,AGGREGATED,13,AGGREGATED,111.4,AGGREGATED,23,COMPUTED,0,COMPUTED
Calgary Intl A,02-Feb-18,-20.9,ACTUAL,-17.9,ACTUAL,-19.1,AGGREGATED,12,AGGREGATED,103.6,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,03-Feb-18,-23.7,ACTUAL,-18.3,ACTUAL,-20.2,AGGREGATED,18.7,AGGREGATED,350,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,04-Feb-18,-24.5,ACTUAL,-8.2,ACTUAL,-16.7,AGGREGATED,8.2,AGGREGATED,229.3,AGGREGATED,23.1,COMPUTED,0,COMPUTED
