Station_Name,Date,Air_Temp_Min,Air_Temp_Min_Source_Flag,Air_Temp_Max,Air_Temp_Max_Source_Flag,Air_Temp_Avg ,Air_Temp_Avg_Source_Flag,Wind_Speed_10m_Avg_(km/h),Wind_Speed_10m_Avg_Source_Flag,Wind_Dir_10m_Avg ,Wind_Dir_10m_Avg_Source_Flag,Heating_Degree_Days_(DD),Heating_Degree_Days_Source_Flag,Cooling_Degree_Days_(DD),Cooling_Degree_Days_Source_Flag
Calgary Intl A,01-Apr-13,-3.8,COMPUTED,8.9,COMPUTED,2.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,17.1,COMPUTED,0,COMPUTED
Calgary Intl A,02-Apr-13,-1.6,COMPUTED,16.8,COMPUTED,7.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,03-Apr-13,-1.2,COMPUTED,6.7,COMPUTED,1.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,04-Apr-13,-2.7,COMPUTED,4.7,COMPUTED,0.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,17.1,COMPUTED,0,COMPUTED
Calgary Intl A,05-Apr-13,-3,COMPUTED,4.7,COMPUTED,1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,17,COMPUTED,0,COMPUTED
Calgary Intl A,06-Apr-13,-3.9,COMPUTED,-1.9,COMPUTED,-2.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,16.2,COMPUTED,0,COMPUTED
Calgary Intl A,07-Apr-13,-7.2,COMPUTED,-2.6,COMPUTED,-4.6,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,15.8,COMPUTED,0,COMPUTED
Calgary Intl A,08-Apr-13,-10.4,COMPUTED,-3.4,COMPUTED,-7.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.8,COMPUTED,0,COMPUTED
Calgary Intl A,09-Apr-13,-9.8,COMPUTED,5.1,COMPUTED,-2.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,15,COMPUTED,0,COMPUTED
Calgary Intl A,10-Apr-13,-2.3,COMPUTED,10.2,COMPUTED,2.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,15.2,COMPUTED,0,COMPUTED
Calgary Intl A,11-Apr-13,-1.4,COMPUTED,3.7,COMPUTED,1.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,12-Apr-13,-6.2,COMPUTED,5,COMPUTED,0.6,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,13-Apr-13,-4.2,COMPUTED,2.3,COMPUTED,-0.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,14-Apr-13,-7.6,COMPUTED,-3.8,COMPUTED,-4.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.9,COMPUTED,0,COMPUTED
Calgary Intl A,15-Apr-13,-8.8,COMPUTED,-3,COMPUTED,-5.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,15.4,COMPUTED,0,COMPUTED
Calgary Intl A,16-Apr-13,-6.4,COMPUTED,0.4,COMPUTED,-2.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,14.1,COMPUTED,0,COMPUTED
Calgary Intl A,17-Apr-13,-9.6,COMPUTED,6.4,COMPUTED,-1.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,12.8,COMPUTED,0,COMPUTED
Calgary Intl A,18-Apr-13,-1.4,COMPUTED,8.9,COMPUTED,4.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,13.3,COMPUTED,0,COMPUTED
Calgary Intl A,19-Apr-13,-1.3,COMPUTED,10.7,COMPUTED,4.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,12.8,COMPUTED,0,COMPUTED
Calgary Intl A,20-Apr-13,-3.8,COMPUTED,2.5,COMPUTED,0.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.6,COMPUTED,0,COMPUTED
Calgary Intl A,21-Apr-13,-6.8,COMPUTED,-1.8,COMPUTED,-4.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,22-Apr-13,-7.8,COMPUTED,8.7,COMPUTED,1.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.2,COMPUTED,0,COMPUTED
Calgary Intl A,23-Apr-13,-3.6,COMPUTED,7.6,COMPUTED,3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.8,COMPUTED,0,COMPUTED
Calgary Intl A,24-Apr-13,-3,COMPUTED,13.4,COMPUTED,6.6,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.9,COMPUTED,0,COMPUTED
Calgary Intl A,25-Apr-13,3.9,COMPUTED,16.8,COMPUTED,11.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,12.1,COMPUTED,0,COMPUTED
Calgary Intl A,26-Apr-13,9.4,COMPUTED,20.4,COMPUTED,14.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,12,COMPUTED,0,COMPUTED
Calgary Intl A,27-Apr-13,4,COMPUTED,17.3,COMPUTED,12.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.1,COMPUTED,0,COMPUTED
Calgary Intl A,28-Apr-13,2.4,COMPUTED,15.8,COMPUTED,7.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.6,COMPUTED,0,COMPUTED
Calgary Intl A,29-Apr-13,-2.2,COMPUTED,5.2,COMPUTED,1.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.8,COMPUTED,0,COMPUTED
Calgary Intl A,30-Apr-13,-6.6,COMPUTED,2.8,COMPUTED,-1.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,12.2,COMPUTED,0,COMPUTED
Calgary Intl A,01-May-13,-8.5,COMPUTED,10.5,COMPUTED,2.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.4,COMPUTED,0,COMPUTED
Calgary Intl A,02-May-13,1,COMPUTED,18.4,COMPUTED,11,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.6,COMPUTED,0,COMPUTED
Calgary Intl A,03-May-13,4.9,COMPUTED,15.5,COMPUTED,10,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,11.1,COMPUTED,0,COMPUTED
Calgary Intl A,04-May-13,3.8,COMPUTED,18.6,COMPUTED,11.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,05-May-13,3.2,COMPUTED,23.3,COMPUTED,14.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,06-May-13,6.1,COMPUTED,26.6,COMPUTED,17.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,07-May-13,7.7,COMPUTED,15.4,COMPUTED,11.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,08-May-13,4.5,COMPUTED,20.4,COMPUTED,12.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10,COMPUTED,0,COMPUTED
Calgary Intl A,09-May-13,6.5,COMPUTED,25.6,COMPUTED,16.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.5,COMPUTED,0,COMPUTED
Calgary Intl A,10-May-13,3.3,COMPUTED,16.6,COMPUTED,10.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,11-May-13,5.4,COMPUTED,26.7,COMPUTED,16.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,9.6,COMPUTED,0,COMPUTED
Calgary Intl A,12-May-13,14.4,COMPUTED,27.5,COMPUTED,19.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8.2,COMPUTED,0.1,COMPUTED
Calgary Intl A,13-May-13,10.5,COMPUTED,20.7,COMPUTED,15.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8.3,COMPUTED,0,COMPUTED
Calgary Intl A,14-May-13,7.5,COMPUTED,14.4,COMPUTED,11.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.5,COMPUTED,0,COMPUTED
Calgary Intl A,15-May-13,6.2,COMPUTED,17.3,COMPUTED,12.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.5,COMPUTED,0.1,COMPUTED
Calgary Intl A,16-May-13,5.1,COMPUTED,15.3,COMPUTED,9.6,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.3,COMPUTED,0.1,COMPUTED
Calgary Intl A,17-May-13,2.1,COMPUTED,17,COMPUTED,10.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.5,COMPUTED,0.1,COMPUTED
Calgary Intl A,18-May-13,2.7,COMPUTED,20.2,COMPUTED,12.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.7,COMPUTED,0.1,COMPUTED
Calgary Intl A,19-May-13,7.8,COMPUTED,15.6,COMPUTED,11.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8,COMPUTED,0,COMPUTED
Calgary Intl A,20-May-13,4.2,COMPUTED,19.4,COMPUTED,12.6,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8.6,COMPUTED,0,COMPUTED
Calgary Intl A,21-May-13,6.1,COMPUTED,21.4,COMPUTED,14.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8.7,COMPUTED,0,COMPUTED
Calgary Intl A,22-May-13,5,COMPUTED,14.6,COMPUTED,9.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,8.6,COMPUTED,0,COMPUTED
Calgary Intl A,23-May-13,6.5,COMPUTED,12.5,COMPUTED,8.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.5,COMPUTED,0.1,COMPUTED
Calgary Intl A,24-May-13,4.3,COMPUTED,8,COMPUTED,6.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.7,COMPUTED,0.1,COMPUTED
Calgary Intl A,25-May-13,4,COMPUTED,14.1,COMPUTED,8.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.8,COMPUTED,0,COMPUTED
Calgary Intl A,26-May-13,3.6,COMPUTED,17.1,COMPUTED,11.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,7.2,COMPUTED,0,COMPUTED
Calgary Intl A,27-May-13,5.2,COMPUTED,18.5,COMPUTED,13,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.7,COMPUTED,0,COMPUTED
Calgary Intl A,28-May-13,8.2,COMPUTED,16.6,COMPUTED,11.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.4,COMPUTED,0.1,COMPUTED
Calgary Intl A,29-May-13,8.9,COMPUTED,15.9,COMPUTED,11.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.5,COMPUTED,0,COMPUTED
Calgary Intl A,30-May-13,9.3,COMPUTED,11.9,COMPUTED,10.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.9,COMPUTED,0,COMPUTED
Calgary Intl A,31-May-13,9,COMPUTED,14.8,COMPUTED,11.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.3,COMPUTED,0,COMPUTED
Calgary Intl A,01-Jun-13,5.9,COMPUTED,16.6,COMPUTED,12.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.2,COMPUTED,0,COMPUTED
Calgary Intl A,02-Jun-13,8.4,COMPUTED,11.5,COMPUTED,9.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.3,COMPUTED,0.1,COMPUTED
Calgary Intl A,03-Jun-13,7.7,COMPUTED,13.2,COMPUTED,10,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.3,COMPUTED,0,COMPUTED
Calgary Intl A,04-Jun-13,3.5,COMPUTED,18.7,COMPUTED,12.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.1,COMPUTED,0,COMPUTED
Calgary Intl A,05-Jun-13,6.3,COMPUTED,22.5,COMPUTED,14.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5,COMPUTED,0,COMPUTED
Calgary Intl A,06-Jun-13,6.5,COMPUTED,21.2,COMPUTED,14.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.2,COMPUTED,0.1,COMPUTED
Calgary Intl A,07-Jun-13,10.2,COMPUTED,23.3,COMPUTED,16.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,6.2,COMPUTED,0.2,COMPUTED
Calgary Intl A,08-Jun-13,8,COMPUTED,17.6,COMPUTED,12.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.9,COMPUTED,0.3,COMPUTED
Calgary Intl A,09-Jun-13,7.1,COMPUTED,13.9,COMPUTED,10.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.8,COMPUTED,0.1,COMPUTED
Calgary Intl A,10-Jun-13,4.7,COMPUTED,15.2,COMPUTED,9.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.8,COMPUTED,0,COMPUTED
Calgary Intl A,11-Jun-13,6.2,COMPUTED,13.3,COMPUTED,10.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.4,COMPUTED,0,COMPUTED
Calgary Intl A,12-Jun-13,7.3,COMPUTED,19.9,COMPUTED,13.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.4,COMPUTED,0.1,COMPUTED
Calgary Intl A,13-Jun-13,6.9,COMPUTED,15.8,COMPUTED,10.9,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,4.7,COMPUTED,0.1,COMPUTED
Calgary Intl A,14-Jun-13,6.8,COMPUTED,15.8,COMPUTED,10.7,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.7,COMPUTED,0,COMPUTED
Calgary Intl A,15-Jun-13,8.6,COMPUTED,17.8,COMPUTED,13.1,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.9,COMPUTED,0,COMPUTED
Calgary Intl A,16-Jun-13,8.2,COMPUTED,17.8,COMPUTED,13.5,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.2,COMPUTED,0,COMPUTED
Calgary Intl A,17-Jun-13,9.8,COMPUTED,19.9,COMPUTED,15.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.2,COMPUTED,0,COMPUTED
Calgary Intl A,18-Jun-13,11.2,COMPUTED,18.2,COMPUTED,14.4,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,5.3,COMPUTED,0.1,COMPUTED
Calgary Intl A,19-Jun-13,12.4,COMPUTED,17.3,COMPUTED,14.3,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,4.7,COMPUTED,0,COMPUTED
Calgary Intl A,20-Jun-13,11.4,COMPUTED,15.8,COMPUTED,13,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,4.2,COMPUTED,0.1,COMPUTED
Calgary Intl A,21-Jun-13,9.5,COMPUTED,14.2,COMPUTED,11.2,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,3.7,COMPUTED,0.1,COMPUTED
Calgary Intl A,22-Jun-13,5.6,COMPUTED,17.8,COMPUTED,12.8,AGGREGATED,,UNAVAILBLE,,UNAVAILBLE,3.7,COMPUTED,0.1,COMPUTED
Calgary Intl A,23-Jun-13,7.8,ACTUAL,20.6,ACTUAL,13.7,AGGREGATED,14.6,AGGREGATED,258,AGGREGATED,3.8,COMPUTED,0,COMPUTED
Calgary Intl A,24-Jun-13,6.8,ACTUAL,20.2,ACTUAL,14.3,AGGREGATED,14.8,AGGREGATED,180.8,AGGREGATED,4.3,COMPUTED,0,COMPUTED
Calgary Intl A,25-Jun-13,10.2,ACTUAL,21.5,ACTUAL,16,AGGREGATED,8.5,AGGREGATED,262.1,AGGREGATED,3.6,COMPUTED,0.2,COMPUTED
Calgary Intl A,26-Jun-13,9.4,ACTUAL,22.9,ACTUAL,17.1,AGGREGATED,21.1,AGGREGATED,260.2,AGGREGATED,3.8,COMPUTED,0.5,COMPUTED
Calgary Intl A,27-Jun-13,10.3,ACTUAL,23.1,ACTUAL,18.2,AGGREGATED,18.4,AGGREGATED,239.2,AGGREGATED,3.4,COMPUTED,0.4,COMPUTED
Calgary Intl A,28-Jun-13,11.1,ACTUAL,23.7,ACTUAL,19,AGGREGATED,13,AGGREGATED,84,AGGREGATED,3,COMPUTED,0.4,COMPUTED
Calgary Intl A,29-Jun-13,12.3,ACTUAL,25.6,ACTUAL,20.4,AGGREGATED,14.7,AGGREGATED,165.7,AGGREGATED,3.1,COMPUTED,0.3,COMPUTED
Calgary Intl A,30-Jun-13,12.7,ACTUAL,24.6,ACTUAL,19.5,AGGREGATED,13.9,AGGREGATED,14,AGGREGATED,3.1,COMPUTED,0.3,COMPUTED
Calgary Intl A,01-Jul-13,15.1,ACTUAL,26.9,ACTUAL,21.9,AGGREGATED,18.4,AGGREGATED,162.6,AGGREGATED,2.8,COMPUTED,0.2,COMPUTED
Calgary Intl A,02-Jul-13,16.8,ACTUAL,32.8,ACTUAL,25.9,AGGREGATED,13.9,AGGREGATED,195.4,AGGREGATED,3.2,COMPUTED,0.3,COMPUTED
Calgary Intl A,03-Jul-13,16,ACTUAL,25,ACTUAL,18.8,AGGREGATED,16.4,AGGREGATED,8,AGGREGATED,2.9,COMPUTED,0.6,COMPUTED
Calgary Intl A,04-Jul-13,13.5,ACTUAL,24,ACTUAL,17.6,AGGREGATED,15.4,AGGREGATED,145.6,AGGREGATED,3.1,COMPUTED,0.4,COMPUTED
Calgary Intl A,05-Jul-13,11.2,ACTUAL,19.5,ACTUAL,14,AGGREGATED,13.2,AGGREGATED,352.5,AGGREGATED,3.5,COMPUTED,0.3,COMPUTED
Calgary Intl A,06-Jul-13,7.2,ACTUAL,16.5,ACTUAL,11.9,AGGREGATED,12.7,AGGREGATED,348.3,AGGREGATED,3.1,COMPUTED,0.4,COMPUTED
Calgary Intl A,07-Jul-13,5.2,ACTUAL,19.6,ACTUAL,13.6,AGGREGATED,9.5,AGGREGATED,163.6,AGGREGATED,2.7,COMPUTED,0.3,COMPUTED
Calgary Intl A,08-Jul-13,11.5,ACTUAL,15.8,ACTUAL,13.5,AGGREGATED,8.6,AGGREGATED,104.6,AGGREGATED,2.2,COMPUTED,0.5,COMPUTED
Calgary Intl A,09-Jul-13,7.7,ACTUAL,25.2,ACTUAL,17.5,AGGREGATED,13.5,AGGREGATED,181.7,AGGREGATED,2,COMPUTED,0.8,COMPUTED
Calgary Intl A,10-Jul-13,11.8,ACTUAL,27.5,ACTUAL,20.8,AGGREGATED,16.6,AGGREGATED,179.8,AGGREGATED,2.5,COMPUTED,0.6,COMPUTED
Calgary Intl A,11-Jul-13,11.3,ACTUAL,26.3,ACTUAL,16.4,AGGREGATED,16.6,AGGREGATED,301.8,AGGREGATED,2.4,COMPUTED,0.5,COMPUTED
Calgary Intl A,12-Jul-13,8.8,ACTUAL,20.8,ACTUAL,14.5,AGGREGATED,10.2,AGGREGATED,104.9,AGGREGATED,1.6,COMPUTED,0.7,COMPUTED
Calgary Intl A,13-Jul-13,8.1,ACTUAL,17.7,ACTUAL,12.6,AGGREGATED,15,AGGREGATED,175,AGGREGATED,1.9,COMPUTED,0.8,COMPUTED
Calgary Intl A,14-Jul-13,9.1,ACTUAL,22.4,ACTUAL,15.6,AGGREGATED,18.2,AGGREGATED,153.9,AGGREGATED,2.4,COMPUTED,0.5,COMPUTED
Calgary Intl A,15-Jul-13,7.8,ACTUAL,16.2,ACTUAL,12.1,AGGREGATED,27.3,AGGREGATED,327.5,AGGREGATED,2.7,COMPUTED,0.5,COMPUTED
Calgary Intl A,16-Jul-13,7,ACTUAL,21.1,ACTUAL,15.3,AGGREGATED,10.4,AGGREGATED,163.2,AGGREGATED,2.6,COMPUTED,0.6,COMPUTED
Calgary Intl A,17-Jul-13,10.5,ACTUAL,23.6,ACTUAL,16.1,AGGREGATED,13.7,AGGREGATED,175.1,AGGREGATED,2.3,COMPUTED,0.8,COMPUTED
Calgary Intl A,18-Jul-13,13.8,ACTUAL,26.1,ACTUAL,19.7,AGGREGATED,14.3,AGGREGATED,278.5,AGGREGATED,2.1,COMPUTED,0.9,COMPUTED
Calgary Intl A,19-Jul-13,11.5,ACTUAL,25.5,ACTUAL,18.8,AGGREGATED,11.1,AGGREGATED,332.1,AGGREGATED,2.2,COMPUTED,0.6,COMPUTED
Calgary Intl A,20-Jul-13,11.5,ACTUAL,25.6,ACTUAL,19.1,AGGREGATED,13.1,AGGREGATED,174.8,AGGREGATED,1.9,COMPUTED,0.4,COMPUTED
Calgary Intl A,21-Jul-13,12,ACTUAL,21.9,ACTUAL,17.2,AGGREGATED,14,AGGREGATED,55.3,AGGREGATED,1.7,COMPUTED,0.5,COMPUTED
Calgary Intl A,22-Jul-13,14.1,ACTUAL,23.6,ACTUAL,17.6,AGGREGATED,14.6,AGGREGATED,198.4,AGGREGATED,1.5,COMPUTED,0.7,COMPUTED
Calgary Intl A,23-Jul-13,12.6,ACTUAL,22.1,ACTUAL,17.4,AGGREGATED,7.5,AGGREGATED,95.2,AGGREGATED,1.3,COMPUTED,0.8,COMPUTED
Calgary Intl A,24-Jul-13,13.6,ACTUAL,21.9,ACTUAL,17.5,AGGREGATED,10.7,AGGREGATED,95.6,AGGREGATED,1.9,COMPUTED,0.5,COMPUTED
Calgary Intl A,25-Jul-13,12.9,ACTUAL,18.3,ACTUAL,15,AGGREGATED,18.1,AGGREGATED,129.4,AGGREGATED,2,COMPUTED,0.7,COMPUTED
Calgary Intl A,26-Jul-13,8.7,ACTUAL,23.2,ACTUAL,16.3,AGGREGATED,16.3,AGGREGATED,155.5,AGGREGATED,1.6,COMPUTED,0.4,COMPUTED
Calgary Intl A,27-Jul-13,11.5,ACTUAL,19.2,ACTUAL,14.8,AGGREGATED,19.4,AGGREGATED,342.6,AGGREGATED,1.6,COMPUTED,0.8,COMPUTED
Calgary Intl A,28-Jul-13,7.7,ACTUAL,17.8,ACTUAL,12,AGGREGATED,12.3,AGGREGATED,333.5,AGGREGATED,1.2,COMPUTED,0.8,COMPUTED
Calgary Intl A,29-Jul-13,6.4,ACTUAL,12,ACTUAL,9.8,AGGREGATED,9.9,AGGREGATED,307.6,AGGREGATED,1.2,COMPUTED,1,COMPUTED
Calgary Intl A,30-Jul-13,3.9,ACTUAL,19.1,ACTUAL,12,AGGREGATED,8.9,AGGREGATED,211.5,AGGREGATED,1.4,COMPUTED,1,COMPUTED
Calgary Intl A,31-Jul-13,7.3,ACTUAL,24.9,ACTUAL,17,AGGREGATED,11.9,AGGREGATED,323.9,AGGREGATED,1.8,COMPUTED,0.8,COMPUTED
Calgary Intl A,01-Aug-13,12.4,ACTUAL,20.3,ACTUAL,16.5,AGGREGATED,8.6,AGGREGATED,187.6,AGGREGATED,2,COMPUTED,0.8,COMPUTED
Calgary Intl A,02-Aug-13,12.6,ACTUAL,21.1,ACTUAL,15.9,AGGREGATED,11.6,AGGREGATED,57.6,AGGREGATED,1.9,COMPUTED,0.7,COMPUTED
Calgary Intl A,03-Aug-13,8.8,ACTUAL,21.4,ACTUAL,15.6,AGGREGATED,14.5,AGGREGATED,156.5,AGGREGATED,2.2,COMPUTED,0.6,COMPUTED
Calgary Intl A,04-Aug-13,8.1,ACTUAL,22.1,ACTUAL,15.3,AGGREGATED,8.7,AGGREGATED,292.5,AGGREGATED,2,COMPUTED,0.4,COMPUTED
Calgary Intl A,05-Aug-13,11.5,ACTUAL,21,ACTUAL,15.7,AGGREGATED,13.4,AGGREGATED,323.7,AGGREGATED,1.7,COMPUTED,0.8,COMPUTED
Calgary Intl A,06-Aug-13,9.2,ACTUAL,21,ACTUAL,15.1,AGGREGATED,14.2,AGGREGATED,7.4,AGGREGATED,1.7,COMPUTED,0.7,COMPUTED
Calgary Intl A,07-Aug-13,9.8,ACTUAL,22.6,ACTUAL,15.3,AGGREGATED,8.3,AGGREGATED,24.1,AGGREGATED,1.9,COMPUTED,0.7,COMPUTED
Calgary Intl A,08-Aug-13,11.3,ACTUAL,15,ACTUAL,12.8,AGGREGATED,10.7,AGGREGATED,112.5,AGGREGATED,2.7,COMPUTED,0.5,COMPUTED
Calgary Intl A,09-Aug-13,11.5,ACTUAL,21,ACTUAL,15.8,AGGREGATED,17.1,AGGREGATED,150.8,AGGREGATED,2.1,COMPUTED,0.7,COMPUTED
Calgary Intl A,10-Aug-13,10.9,ACTUAL,25.2,ACTUAL,18.6,AGGREGATED,11,AGGREGATED,173.3,AGGREGATED,2.8,COMPUTED,0.5,COMPUTED
Calgary Intl A,11-Aug-13,11.1,ACTUAL,26,ACTUAL,19.1,AGGREGATED,15,AGGREGATED,180.2,AGGREGATED,2.7,COMPUTED,0.4,COMPUTED
Calgary Intl A,12-Aug-13,13.3,ACTUAL,23.7,ACTUAL,17.9,AGGREGATED,13.8,AGGREGATED,188.7,AGGREGATED,2.6,COMPUTED,0.4,COMPUTED
Calgary Intl A,13-Aug-13,11.4,ACTUAL,25,ACTUAL,18.5,AGGREGATED,11.1,AGGREGATED,160.6,AGGREGATED,2.2,COMPUTED,0.8,COMPUTED
Calgary Intl A,14-Aug-13,11.7,ACTUAL,29.1,ACTUAL,20.5,AGGREGATED,11.5,AGGREGATED,177.2,AGGREGATED,2.1,COMPUTED,0.5,COMPUTED
Calgary Intl A,15-Aug-13,12.9,ACTUAL,29.4,ACTUAL,21.3,AGGREGATED,14.2,AGGREGATED,228.2,AGGREGATED,3,COMPUTED,0.5,COMPUTED
Calgary Intl A,16-Aug-13,12.9,ACTUAL,29.3,ACTUAL,20.4,AGGREGATED,12,AGGREGATED,303.7,AGGREGATED,2.9,COMPUTED,0.5,COMPUTED
Calgary Intl A,17-Aug-13,11.6,ACTUAL,27.6,ACTUAL,19.9,AGGREGATED,14,AGGREGATED,263.4,AGGREGATED,2.7,COMPUTED,0.7,COMPUTED
Calgary Intl A,18-Aug-13,12.1,ACTUAL,27.5,ACTUAL,20.8,AGGREGATED,12.6,AGGREGATED,260.2,AGGREGATED,2.3,COMPUTED,1.1,COMPUTED
Calgary Intl A,19-Aug-13,10.5,ACTUAL,25.9,ACTUAL,17.9,AGGREGATED,11.8,AGGREGATED,327.3,AGGREGATED,2.4,COMPUTED,0.3,COMPUTED
Calgary Intl A,20-Aug-13,8.1,ACTUAL,24,ACTUAL,14.8,AGGREGATED,13.7,AGGREGATED,238,AGGREGATED,2.4,COMPUTED,0.2,COMPUTED
Calgary Intl A,21-Aug-13,5.2,ACTUAL,23,ACTUAL,14.4,AGGREGATED,10.7,AGGREGATED,196.1,AGGREGATED,2.8,COMPUTED,0.5,COMPUTED
Calgary Intl A,22-Aug-13,6.2,ACTUAL,27.9,ACTUAL,18.4,AGGREGATED,8.7,AGGREGATED,168.9,AGGREGATED,3.2,COMPUTED,0.3,COMPUTED
Calgary Intl A,23-Aug-13,9.8,ACTUAL,25.6,ACTUAL,16.9,AGGREGATED,15.1,AGGREGATED,239.1,AGGREGATED,3.1,COMPUTED,0.2,COMPUTED
Calgary Intl A,24-Aug-13,11.9,ACTUAL,27.1,ACTUAL,19.6,AGGREGATED,18.6,AGGREGATED,230.5,AGGREGATED,3.8,COMPUTED,0.3,COMPUTED
