Date,City,ShelterType,Capacity,Overnight
8/18/2014,Calgary,Family Emergency,120,100
8/18/2014,Calgary,Family Emergency,60,49
8/19/2014,Calgary,Adult Emergency,725,624
8/19/2014,Calgary,Adult Emergency,125,125
8/19/2014,Calgary,Adult Emergency,23,11
8/19/2014,Calgary,Adult Emergency,159,80
8/19/2014,Calgary,Adult Emergency,370,370
8/19/2014,Calgary,Women Emergency,6,5
8/19/2014,Calgary,Family Emergency,120,116
8/19/2014,Calgary,Family Emergency,60,49
8/20/2014,Calgary,Adult Emergency,725,658
8/20/2014,Calgary,Adult Emergency,125,126
8/20/2014,Calgary,Adult Emergency,23,12
8/20/2014,Calgary,Adult Emergency,159,80
8/20/2014,Calgary,Adult Emergency,370,375
8/20/2014,Calgary,Women Emergency,6,6
8/20/2014,Calgary,Family Emergency,120,110
8/20/2014,Calgary,Family Emergency,60,49
8/21/2014,Calgary,Adult Emergency,725,651
8/21/2014,Calgary,Adult Emergency,125,125
8/21/2014,Calgary,Adult Emergency,23,12
8/21/2014,Calgary,Adult Emergency,159,80
8/21/2014,Calgary,Adult Emergency,370,374
8/21/2014,Calgary,Women Emergency,6,6
8/21/2014,Calgary,Family Emergency,120,111
8/21/2014,Calgary,Family Emergency,60,49
8/22/2014,Calgary,Adult Emergency,725,639
8/22/2014,Calgary,Adult Emergency,125,115
8/22/2014,Calgary,Adult Emergency,23,11
8/22/2014,Calgary,Adult Emergency,159,80
8/22/2014,Calgary,Adult Emergency,370,349
8/22/2014,Calgary,Women Emergency,6,6
8/22/2014,Calgary,Family Emergency,120,110
8/22/2014,Calgary,Family Emergency,60,50
8/23/2014,Calgary,Adult Emergency,725,610
8/23/2014,Calgary,Adult Emergency,125,108
8/23/2014,Calgary,Adult Emergency,23,12
8/23/2014,Calgary,Adult Emergency,159,80
8/23/2014,Calgary,Adult Emergency,370,347
8/23/2014,Calgary,Women Emergency,6,6
8/23/2014,Calgary,Family Emergency,120,109
8/23/2014,Calgary,Family Emergency,60,50
8/24/2014,Calgary,Adult Emergency,725,621
8/24/2014,Calgary,Adult Emergency,125,125
8/24/2014,Calgary,Adult Emergency,23,12
8/24/2014,Calgary,Adult Emergency,159,80
8/24/2014,Calgary,Adult Emergency,370,370
8/24/2014,Calgary,Women Emergency,6,6
8/24/2014,Calgary,Family Emergency,120,137
8/24/2014,Calgary,Family Emergency,60,50
8/25/2014,Calgary,Adult Emergency,725,625
8/25/2014,Calgary,Adult Emergency,125,125
8/25/2014,Calgary,Adult Emergency,23,12
8/25/2014,Calgary,Adult Emergency,159,80
8/25/2014,Calgary,Adult Emergency,370,370
8/25/2014,Calgary,Women Emergency,6,5
8/25/2014,Calgary,Family Emergency,120,137
8/25/2014,Calgary,Family Emergency,60,51
8/26/2014,Calgary,Adult Emergency,725,595
8/26/2014,Calgary,Adult Emergency,125,115
8/26/2014,Calgary,Adult Emergency,23,12
8/26/2014,Calgary,Adult Emergency,159,80
8/26/2014,Calgary,Adult Emergency,370,353
8/26/2014,Calgary,Women Emergency,6,5
8/26/2014,Calgary,Family Emergency,120,108
8/26/2014,Calgary,Family Emergency,60,50
8/27/2014,Calgary,Adult Emergency,725,573
8/27/2014,Calgary,Adult Emergency,125,114
8/27/2014,Calgary,Adult Emergency,23,9
8/27/2014,Calgary,Adult Emergency,159,80
8/27/2014,Calgary,Adult Emergency,370,342
8/27/2014,Calgary,Women Emergency,6,6
8/27/2014,Calgary,Family Emergency,120,125
8/27/2014,Calgary,Family Emergency,60,50
8/28/2014,Calgary,Adult Emergency,725,610
8/28/2014,Calgary,Adult Emergency,125,125
8/28/2014,Calgary,Adult Emergency,23,10
8/28/2014,Calgary,Adult Emergency,159,78
8/28/2014,Calgary,Adult Emergency,370,342
8/28/2014,Calgary,Women Emergency,6,6
8/28/2014,Calgary,Family Emergency,120,132
8/28/2014,Calgary,Family Emergency,60,50
8/29/2014,Calgary,Adult Emergency,725,607
8/29/2014,Calgary,Adult Emergency,125,107
8/29/2014,Calgary,Adult Emergency,23,8
8/29/2014,Calgary,Adult Emergency,159,80
8/29/2014,Calgary,Adult Emergency,370,290
8/29/2014,Calgary,Women Emergency,6,6
8/29/2014,Calgary,Family Emergency,120,141
8/29/2014,Calgary,Family Emergency,60,50
8/30/2014,Calgary,Adult Emergency,725,595
8/30/2014,Calgary,Adult Emergency,125,108
8/30/2014,Calgary,Adult Emergency,23,9
8/30/2014,Calgary,Adult Emergency,159,80
8/30/2014,Calgary,Adult Emergency,370,275
8/30/2014,Calgary,Women Emergency,6,6
8/30/2014,Calgary,Family Emergency,120,140
8/30/2014,Calgary,Family Emergency,60,44
8/31/2014,Calgary,Adult Emergency,725,616
8/31/2014,Calgary,Adult Emergency,125,125
8/31/2014,Calgary,Adult Emergency,23,10
8/31/2014,Calgary,Adult Emergency,159,80
8/31/2014,Calgary,Adult Emergency,370,334
8/31/2014,Calgary,Women Emergency,6,6
8/31/2014,Calgary,Family Emergency,120,140
8/31/2014,Calgary,Family Emergency,60,40
9/1/2014,Calgary,Adult Emergency,850,645
9/1/2014,Calgary,Adult Emergency,125,123
9/1/2014,Calgary,Adult Emergency,23,12
9/1/2014,Calgary,Adult Emergency,80,75
9/1/2014,Calgary,Adult Emergency,370,343
9/1/2014,Calgary,Women Emergency,6,6
9/1/2014,Calgary,Family Emergency,120,153
9/1/2014,Calgary,Family Emergency,60,51
9/2/2014,Calgary,Adult Emergency,850,615
9/2/2014,Calgary,Adult Emergency,125,125
9/2/2014,Calgary,Adult Emergency,23,12
9/2/2014,Calgary,Adult Emergency,80,78
9/2/2014,Calgary,Adult Emergency,370,370
9/2/2014,Calgary,Women Emergency,6,6
9/2/2014,Calgary,Family Emergency,120,125
9/2/2014,Calgary,Family Emergency,60,54
9/3/2014,Calgary,Adult Emergency,850,516
9/3/2014,Calgary,Adult Emergency,125,125
9/3/2014,Calgary,Adult Emergency,23,12
9/3/2014,Calgary,Adult Emergency,80,80
9/3/2014,Calgary,Adult Emergency,370,373
9/3/2014,Calgary,Women Emergency,6,6
9/3/2014,Calgary,Family Emergency,120,136
9/3/2014,Calgary,Family Emergency,60,51
9/4/2014,Calgary,Adult Emergency,850,629
9/4/2014,Calgary,Adult Emergency,125,125
9/4/2014,Calgary,Adult Emergency,23,11
9/4/2014,Calgary,Adult Emergency,80,77
9/4/2014,Calgary,Adult Emergency,370,356
9/4/2014,Calgary,Women Emergency,6,5
9/4/2014,Calgary,Family Emergency,120,135
9/4/2014,Calgary,Family Emergency,60,51
9/5/2014,Calgary,Adult Emergency,850,628
9/5/2014,Calgary,Adult Emergency,125,107
9/5/2014,Calgary,Adult Emergency,23,11
9/5/2014,Calgary,Adult Emergency,80,79
9/5/2014,Calgary,Adult Emergency,370,315
9/5/2014,Calgary,Women Emergency,6,5
9/5/2014,Calgary,Family Emergency,120,134
9/5/2014,Calgary,Family Emergency,60,51
9/6/2014,Calgary,Adult Emergency,850,609
9/6/2014,Calgary,Adult Emergency,125,105
9/6/2014,Calgary,Adult Emergency,23,12
9/6/2014,Calgary,Adult Emergency,80,80
9/6/2014,Calgary,Adult Emergency,370,307
9/6/2014,Calgary,Women Emergency,6,6
9/6/2014,Calgary,Family Emergency,120,140
9/6/2014,Calgary,Family Emergency,60,51
9/7/2014,Calgary,Adult Emergency,850,633
9/7/2014,Calgary,Adult Emergency,125,125
9/7/2014,Calgary,Adult Emergency,23,12
9/7/2014,Calgary,Adult Emergency,80,77
9/7/2014,Calgary,Adult Emergency,370,370
9/7/2014,Calgary,Women Emergency,6,6
9/7/2014,Calgary,Family Emergency,120,139
9/7/2014,Calgary,Family Emergency,60,51
9/8/2014,Calgary,Adult Emergency,850,780
9/8/2014,Calgary,Adult Emergency,125,126
9/8/2014,Calgary,Adult Emergency,23,10
9/8/2014,Calgary,Adult Emergency,80,80
9/8/2014,Calgary,Adult Emergency,370,370
9/8/2014,Calgary,Women Emergency,6,6
9/8/2014,Calgary,Family Emergency,120,146
9/8/2014,Calgary,Family Emergency,60,51
9/9/2014,Calgary,Adult Emergency,850,759
9/9/2014,Calgary,Adult Emergency,125,125
9/9/2014,Calgary,Adult Emergency,23,11
9/9/2014,Calgary,Adult Emergency,80,80
9/9/2014,Calgary,Adult Emergency,370,370
9/9/2014,Calgary,Women Emergency,6,5
9/9/2014,Calgary,Family Emergency,120,148
9/9/2014,Calgary,Family Emergency,60,51
9/10/2014,Calgary,Adult Emergency,850,771
9/10/2014,Calgary,Adult Emergency,125,125
9/10/2014,Calgary,Adult Emergency,23,11
9/10/2014,Calgary,Adult Emergency,80,80
9/10/2014,Calgary,Adult Emergency,370,371
9/10/2014,Calgary,Women Emergency,6,5
9/10/2014,Calgary,Family Emergency,120,146
9/10/2014,Calgary,Family Emergency,60,51
9/11/2014,Calgary,Adult Emergency,850,667
9/11/2014,Calgary,Adult Emergency,125,125
9/11/2014,Calgary,Adult Emergency,23,12
9/11/2014,Calgary,Adult Emergency,80,80
9/11/2014,Calgary,Adult Emergency,370,381
9/11/2014,Calgary,Women Emergency,6,5
9/11/2014,Calgary,Family Emergency,120,143
9/11/2014,Calgary,Family Emergency,60,51
9/12/2014,Calgary,Adult Emergency,850,611
9/12/2014,Calgary,Adult Emergency,125,123
9/12/2014,Calgary,Adult Emergency,23,11
9/12/2014,Calgary,Adult Emergency,80,80
9/12/2014,Calgary,Adult Emergency,370,354
9/12/2014,Calgary,Women Emergency,6,6
9/12/2014,Calgary,Family Emergency,120,163
9/12/2014,Calgary,Family Emergency,60,51
9/13/2014,Calgary,Adult Emergency,850,663
9/13/2014,Calgary,Adult Emergency,125,115
9/13/2014,Calgary,Adult Emergency,23,12
9/13/2014,Calgary,Adult Emergency,80,80
9/13/2014,Calgary,Adult Emergency,370,323
9/13/2014,Calgary,Women Emergency,6,5
9/13/2014,Calgary,Family Emergency,120,162
9/13/2014,Calgary,Family Emergency,60,51
9/14/2014,Calgary,Adult Emergency,850,639
9/14/2014,Calgary,Adult Emergency,125,125
9/14/2014,Calgary,Adult Emergency,23,12
9/14/2014,Calgary,Adult Emergency,80,80
9/14/2014,Calgary,Adult Emergency,370,356
9/14/2014,Calgary,Women Emergency,6,6
9/14/2014,Calgary,Family Emergency,120,158
9/14/2014,Calgary,Family Emergency,60,51
9/15/2014,Calgary,Adult Emergency,850,655
9/15/2014,Calgary,Adult Emergency,125,125
9/15/2014,Calgary,Adult Emergency,23,12
9/15/2014,Calgary,Adult Emergency,80,80
9/15/2014,Calgary,Adult Emergency,370,370
9/15/2014,Calgary,Women Emergency,6,4
9/15/2014,Calgary,Family Emergency,120,149
9/15/2014,Calgary,Family Emergency,60,51
9/16/2014,Calgary,Adult Emergency,850,656
9/16/2014,Calgary,Adult Emergency,125,125
9/16/2014,Calgary,Adult Emergency,23,11
9/16/2014,Calgary,Adult Emergency,80,79
9/16/2014,Calgary,Adult Emergency,370,370
9/16/2014,Calgary,Women Emergency,6,5
9/16/2014,Calgary,Family Emergency,120,132
9/16/2014,Calgary,Family Emergency,60,51
9/17/2014,Calgary,Adult Emergency,850,666
9/17/2014,Calgary,Adult Emergency,125,125
9/17/2014,Calgary,Adult Emergency,23,10
9/17/2014,Calgary,Adult Emergency,80,80
9/17/2014,Calgary,Adult Emergency,370,367
9/17/2014,Calgary,Women Emergency,6,6
9/17/2014,Calgary,Family Emergency,120,166
9/17/2014,Calgary,Family Emergency,60,51
9/18/2014,Calgary,Adult Emergency,850,648
9/18/2014,Calgary,Adult Emergency,125,124
9/18/2014,Calgary,Adult Emergency,23,10
9/18/2014,Calgary,Adult Emergency,80,79
9/18/2014,Calgary,Adult Emergency,370,370
9/18/2014,Calgary,Women Emergency,6,6
9/18/2014,Calgary,Family Emergency,120,129
9/18/2014,Calgary,Family Emergency,60,51
9/19/2014,Calgary,Adult Emergency,850,626
9/19/2014,Calgary,Adult Emergency,125,105
9/19/2014,Calgary,Adult Emergency,23,9
9/19/2014,Calgary,Adult Emergency,80,80
9/19/2014,Calgary,Adult Emergency,370,317
9/19/2014,Calgary,Women Emergency,6,6
9/19/2014,Calgary,Family Emergency,120,135
9/19/2014,Calgary,Family Emergency,60,44
9/20/2014,Calgary,Adult Emergency,850,621
9/20/2014,Calgary,Adult Emergency,125,106
9/20/2014,Calgary,Adult Emergency,23,11
9/20/2014,Calgary,Adult Emergency,80,80
9/20/2014,Calgary,Adult Emergency,370,318
9/20/2014,Calgary,Women Emergency,6,6
9/20/2014,Calgary,Family Emergency,120,124
9/20/2014,Calgary,Family Emergency,60,44
9/21/2014,Calgary,Adult Emergency,850,629
9/21/2014,Calgary,Adult Emergency,125,122
9/21/2014,Calgary,Adult Emergency,23,12
9/21/2014,Calgary,Adult Emergency,80,80
9/21/2014,Calgary,Adult Emergency,370,318
9/21/2014,Calgary,Women Emergency,6,6
9/21/2014,Calgary,Family Emergency,120,124
9/21/2014,Calgary,Family Emergency,60,44
9/22/2014,Calgary,Adult Emergency,850,639
9/22/2014,Calgary,Adult Emergency,125,125
9/22/2014,Calgary,Adult Emergency,23,12
9/22/2014,Calgary,Adult Emergency,80,79
9/22/2014,Calgary,Adult Emergency,370,370
9/22/2014,Calgary,Women Emergency,6,6
9/22/2014,Calgary,Family Emergency,120,136
9/22/2014,Calgary,Family Emergency,60,44
9/23/2014,Calgary,Adult Emergency,850,611
9/23/2014,Calgary,Adult Emergency,125,125
9/23/2014,Calgary,Adult Emergency,23,12
9/23/2014,Calgary,Adult Emergency,80,80
9/23/2014,Calgary,Adult Emergency,370,373
9/23/2014,Calgary,Women Emergency,6,6
9/23/2014,Calgary,Family Emergency,120,120
9/23/2014,Calgary,Family Emergency,60,49
9/24/2014,Calgary,Adult Emergency,850,677
9/24/2014,Calgary,Adult Emergency,125,125
9/24/2014,Calgary,Adult Emergency,23,12
9/24/2014,Calgary,Adult Emergency,80,80
9/24/2014,Calgary,Adult Emergency,370,361
9/24/2014,Calgary,Women Emergency,6,5
9/24/2014,Calgary,Family Emergency,120,122
9/24/2014,Calgary,Family Emergency,60,49
9/25/2014,Calgary,Adult Emergency,850,601
9/25/2014,Calgary,Adult Emergency,125,118
9/25/2014,Calgary,Adult Emergency,23,10
9/25/2014,Calgary,Adult Emergency,80,79
9/25/2014,Calgary,Adult Emergency,370,339
9/25/2014,Calgary,Women Emergency,6,6
9/25/2014,Calgary,Family Emergency,120,127
9/25/2014,Calgary,Family Emergency,60,49
9/26/2014,Calgary,Adult Emergency,850,614
9/26/2014,Calgary,Adult Emergency,125,112
9/26/2014,Calgary,Adult Emergency,23,10
9/26/2014,Calgary,Adult Emergency,80,79
9/26/2014,Calgary,Adult Emergency,370,311
9/26/2014,Calgary,Women Emergency,6,5
9/26/2014,Calgary,Family Emergency,120,127
9/26/2014,Calgary,Family Emergency,60,45
9/27/2014,Calgary,Adult Emergency,850,615
9/27/2014,Calgary,Adult Emergency,125,106
9/27/2014,Calgary,Adult Emergency,23,12
9/27/2014,Calgary,Adult Emergency,80,80
9/27/2014,Calgary,Adult Emergency,370,299
9/27/2014,Calgary,Women Emergency,6,6
9/27/2014,Calgary,Family Emergency,120,121
9/27/2014,Calgary,Family Emergency,60,45
9/28/2014,Calgary,Adult Emergency,850,627
9/28/2014,Calgary,Adult Emergency,125,123
9/28/2014,Calgary,Adult Emergency,23,11
9/28/2014,Calgary,Adult Emergency,80,80
9/28/2014,Calgary,Adult Emergency,370,323
9/28/2014,Calgary,Women Emergency,6,6
9/28/2014,Calgary,Family Emergency,120,130
9/28/2014,Calgary,Family Emergency,60,45
9/29/2014,Calgary,Adult Emergency,850,648
9/29/2014,Calgary,Adult Emergency,125,120
9/29/2014,Calgary,Adult Emergency,23,12
9/29/2014,Calgary,Adult Emergency,80,80
9/29/2014,Calgary,Adult Emergency,370,370
9/29/2014,Calgary,Women Emergency,6,6
9/29/2014,Calgary,Family Emergency,120,140
9/29/2014,Calgary,Family Emergency,60,45
9/30/2014,Calgary,Adult Emergency,850,667
9/30/2014,Calgary,Adult Emergency,125,125
9/30/2014,Calgary,Adult Emergency,23,12
9/30/2014,Calgary,Adult Emergency,80,79
9/30/2014,Calgary,Adult Emergency,370,369
9/30/2014,Calgary,Women Emergency,6,6
9/30/2014,Calgary,Family Emergency,120,162
9/30/2014,Calgary,Family Emergency,60,45
10/1/2014,Calgary,Adult Emergency,850,676
10/1/2014,Calgary,Adult Emergency,125,126
10/1/2014,Calgary,Adult Emergency,23,11
10/1/2014,Calgary,Adult Emergency,80,78
10/1/2014,Calgary,Adult Emergency,370,373
10/1/2014,Calgary,Women Emergency,6,5
10/1/2014,Calgary,Family Emergency,120,135
10/1/2014,Calgary,Family Emergency,60,48
10/2/2014,Calgary,Adult Emergency,850,646
10/2/2014,Calgary,Adult Emergency,125,125
10/2/2014,Calgary,Adult Emergency,23,11
10/2/2014,Calgary,Adult Emergency,80,77
10/2/2014,Calgary,Adult Emergency,370,369
10/2/2014,Calgary,Women Emergency,6,4
10/2/2014,Calgary,Family Emergency,120,152
10/2/2014,Calgary,Family Emergency,60,48
10/3/2014,Calgary,Adult Emergency,850,659
10/3/2014,Calgary,Adult Emergency,125,118
10/3/2014,Calgary,Adult Emergency,23,12
10/3/2014,Calgary,Adult Emergency,80,78
10/3/2014,Calgary,Adult Emergency,370,314
10/3/2014,Calgary,Women Emergency,6,6
10/3/2014,Calgary,Family Emergency,120,127
10/3/2014,Calgary,Family Emergency,60,48
10/4/2014,Calgary,Adult Emergency,850,625
10/4/2014,Calgary,Adult Emergency,125,120
10/4/2014,Calgary,Adult Emergency,23,11
10/4/2014,Calgary,Adult Emergency,80,80
10/4/2014,Calgary,Adult Emergency,370,322
10/4/2014,Calgary,Women Emergency,6,6
10/4/2014,Calgary,Family Emergency,120,123
10/4/2014,Calgary,Family Emergency,60,48
10/5/2014,Calgary,Adult Emergency,850,612
10/5/2014,Calgary,Adult Emergency,125,125
10/5/2014,Calgary,Adult Emergency,23,8
10/5/2014,Calgary,Adult Emergency,80,80
10/5/2014,Calgary,Adult Emergency,370,367
10/5/2014,Calgary,Women Emergency,6,6
10/5/2014,Calgary,Family Emergency,120,137
10/5/2014,Calgary,Family Emergency,60,48
10/6/2014,Calgary,Adult Emergency,850,644
10/6/2014,Calgary,Adult Emergency,125,125
10/6/2014,Calgary,Adult Emergency,23,8
10/6/2014,Calgary,Adult Emergency,80,78
10/6/2014,Calgary,Adult Emergency,370,370
10/6/2014,Calgary,Women Emergency,6,6
10/6/2014,Calgary,Family Emergency,120,141
10/6/2014,Calgary,Family Emergency,60,48
10/7/2014,Calgary,Adult Emergency,850,687
10/7/2014,Calgary,Adult Emergency,125,125
10/7/2014,Calgary,Adult Emergency,23,12
10/7/2014,Calgary,Adult Emergency,80,80
10/7/2014,Calgary,Adult Emergency,370,370
10/7/2014,Calgary,Women Emergency,6,5
10/7/2014,Calgary,Family Emergency,120,126
10/7/2014,Calgary,Family Emergency,60,49
10/8/2014,Calgary,Adult Emergency,850,656
10/8/2014,Calgary,Adult Emergency,125,125
10/8/2014,Calgary,Adult Emergency,23,10
10/8/2014,Calgary,Adult Emergency,80,80
10/8/2014,Calgary,Adult Emergency,370,370
10/8/2014,Calgary,Women Emergency,6,4
10/8/2014,Calgary,Family Emergency,120,142
10/8/2014,Calgary,Family Emergency,60,49
10/9/2014,Calgary,Adult Emergency,850,644
10/9/2014,Calgary,Adult Emergency,125,125
10/9/2014,Calgary,Adult Emergency,23,12
10/9/2014,Calgary,Adult Emergency,80,80
10/9/2014,Calgary,Adult Emergency,370,369
10/9/2014,Calgary,Women Emergency,6,4
10/9/2014,Calgary,Family Emergency,120,151
10/9/2014,Calgary,Family Emergency,60,49
10/10/2014,Calgary,Adult Emergency,850,629
10/10/2014,Calgary,Adult Emergency,125,106
10/10/2014,Calgary,Adult Emergency,23,11
10/10/2014,Calgary,Adult Emergency,80,80
10/10/2014,Calgary,Adult Emergency,370,314
10/10/2014,Calgary,Women Emergency,6,5
10/10/2014,Calgary,Family Emergency,120,138
10/10/2014,Calgary,Family Emergency,60,49
10/11/2014,Calgary,Adult Emergency,850,630
10/11/2014,Calgary,Adult Emergency,125,107
10/11/2014,Calgary,Adult Emergency,23,9
10/11/2014,Calgary,Adult Emergency,80,80
10/11/2014,Calgary,Adult Emergency,370,303
10/11/2014,Calgary,Women Emergency,6,6
10/11/2014,Calgary,Family Emergency,120,132
10/11/2014,Calgary,Family Emergency,60,49
10/12/2014,Calgary,Adult Emergency,850,631
10/12/2014,Calgary,Adult Emergency,125,112
10/12/2014,Calgary,Adult Emergency,23,12
10/12/2014,Calgary,Adult Emergency,80,80
10/12/2014,Calgary,Adult Emergency,370,368
10/12/2014,Calgary,Women Emergency,6,6
10/12/2014,Calgary,Family Emergency,120,130
10/12/2014,Calgary,Family Emergency,60,49
10/13/2014,Calgary,Adult Emergency,850,672
10/13/2014,Calgary,Adult Emergency,125,123
10/13/2014,Calgary,Adult Emergency,23,11
10/13/2014,Calgary,Adult Emergency,80,80
10/13/2014,Calgary,Adult Emergency,370,369
10/13/2014,Calgary,Women Emergency,6,6
10/13/2014,Calgary,Family Emergency,120,148
10/13/2014,Calgary,Family Emergency,60,49
10/14/2014,Calgary,Adult Emergency,850,664
10/14/2014,Calgary,Adult Emergency,125,125
10/14/2014,Calgary,Adult Emergency,23,12
10/14/2014,Calgary,Adult Emergency,80,80
10/14/2014,Calgary,Adult Emergency,370,370
10/14/2014,Calgary,Women Emergency,6,6
10/14/2014,Calgary,Family Emergency,120,148
10/14/2014,Calgary,Family Emergency,60,49
10/15/2014,Calgary,Adult Emergency,850,620
10/15/2014,Calgary,Adult Emergency,125,121
10/15/2014,Calgary,Adult Emergency,23,12
10/15/2014,Calgary,Adult Emergency,80,80
10/15/2014,Calgary,Adult Emergency,370,370
10/15/2014,Calgary,Women Emergency,6,5
10/15/2014,Calgary,Family Emergency,120,151
10/15/2014,Calgary,Family Emergency,60,49
10/16/2014,Calgary,Adult Emergency,850,609
10/16/2014,Calgary,Adult Emergency,125,120
10/16/2014,Calgary,Adult Emergency,23,12
10/16/2014,Calgary,Adult Emergency,80,80
10/16/2014,Calgary,Adult Emergency,370,370
10/16/2014,Calgary,Women Emergency,6,6
10/16/2014,Calgary,Family Emergency,120,122
10/16/2014,Calgary,Family Emergency,60,49
10/17/2014,Calgary,Adult Emergency,850,613
10/17/2014,Calgary,Adult Emergency,125,116
10/17/2014,Calgary,Adult Emergency,23,11
10/17/2014,Calgary,Adult Emergency,80,80
10/17/2014,Calgary,Adult Emergency,370,319
10/17/2014,Calgary,Women Emergency,6,6
10/17/2014,Calgary,Family Emergency,120,138
10/17/2014,Calgary,Family Emergency,60,49
10/18/2014,Calgary,Adult Emergency,850,618
10/18/2014,Calgary,Adult Emergency,125,105
10/18/2014,Calgary,Adult Emergency,23,9
10/18/2014,Calgary,Adult Emergency,80,80
10/18/2014,Calgary,Adult Emergency,370,321
10/18/2014,Calgary,Women Emergency,6,6
10/18/2014,Calgary,Family Emergency,120,133
10/18/2014,Calgary,Family Emergency,60,49
10/19/2014,Calgary,Adult Emergency,850,606
10/19/2014,Calgary,Adult Emergency,125,115
10/19/2014,Calgary,Adult Emergency,23,12
10/19/2014,Calgary,Adult Emergency,80,80
10/19/2014,Calgary,Adult Emergency,370,362
10/19/2014,Calgary,Women Emergency,6,6
10/19/2014,Calgary,Family Emergency,120,138
10/19/2014,Calgary,Family Emergency,60,49
10/20/2014,Calgary,Adult Emergency,850,627
10/20/2014,Calgary,Adult Emergency,125,121
10/20/2014,Calgary,Adult Emergency,23,12
10/20/2014,Calgary,Adult Emergency,80,80
10/20/2014,Calgary,Adult Emergency,370,370
10/20/2014,Calgary,Women Emergency,6,4
10/20/2014,Calgary,Family Emergency,120,153
10/20/2014,Calgary,Family Emergency,60,44
10/21/2014,Calgary,Adult Emergency,850,638
10/21/2014,Calgary,Adult Emergency,125,125
10/21/2014,Calgary,Adult Emergency,23,11
